title,filepath,neg_caption,neg_image
The pink bowl is to the right of the yellow bowl.,images/step264.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[186]
The yellow bowl is to the left of the small pot.,images/step499.camera_0.png,['The small pot is to the left of the yellow bowl.'],[4048]
The yellow bowl is to the left of the pink bowl.,images/step163.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[7320]
The small pot is behind the green cup.,images/step608.camera_0.png,['The green cup is behind the small pot.'],[5541]
The green cup is to the right of the small pot.,images/step436.camera_0.png,['The small pot is to the right of the green cup.'],[1971]
The small pot is to the left of the yellow bowl.,images/step46.camera_0.png,['The yellow bowl is to the left of the small pot.'],[86]
The yellow bowl is to the right of the small pot.,images/step312.camera_0.png,['The small pot is to the right of the yellow bowl.'],[7653]
The pink bowl is to the right of the small pot.,images/step403.camera_0.png,['The small pot is to the right of the pink bowl.'],[7123]
The green cup is to the right of the pink bowl.,images/step776.camera_0.png,['The pink bowl is to the right of the green cup.'],[3756]
The yellow bowl is to the right of the small pot.,images/step740.camera_0.png,['The small pot is to the right of the yellow bowl.'],[5606]
The small pot is to the left of the green cup.,images/step804.camera_0.png,['The green cup is to the left of the small pot.'],[3478]
The yellow bowl is to the right of the pink bowl.,images/step661.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[714]
The pink bowl is to the left of the yellow bowl.,images/step179.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[5950]
The small pot is to the left of the pink bowl.,images/step463.camera_0.png,['The pink bowl is to the left of the small pot.'],[320]
The small pot is to the left of the green cup.,images/step63.camera_0.png,['The green cup is to the left of the small pot.'],[4621]
The small pot is to the left of the pink bowl.,images/step553.camera_0.png,['The pink bowl is to the left of the small pot.'],[1562]
The green cup is to the left of the yellow bowl.,images/step340.camera_0.png,['The yellow bowl is to the left of the green cup.'],[845]
The pink bowl is to the right of the small pot.,images/step789.camera_0.png,['The small pot is to the right of the pink bowl.'],[15]
The green cup is to the right of the yellow bowl.,images/step431.camera_0.png,['The yellow bowl is to the right of the green cup.'],[542]
The green cup is to the left of the pink bowl.,images/step510.camera_0.png,['The pink bowl is to the left of the green cup.'],[6577]
The pink bowl is to the right of the small pot.,images/step6.camera_0.png,['The small pot is to the right of the pink bowl.'],[6491]
The small pot is to the left of the pink bowl.,images/step103.camera_0.png,['The pink bowl is to the left of the small pot.'],[2184]
The small pot is to the right of the green cup.,images/step692.camera_0.png,['The green cup is to the right of the small pot.'],[6635]
The small pot is to the left of the pink bowl.,images/step568.camera_0.png,['The pink bowl is to the left of the small pot.'],[2402]
The green cup is to the right of the pink bowl.,images/step405.camera_0.png,['The pink bowl is to the right of the green cup.'],[1647]
The green cup is to the right of the small pot.,images/step180.camera_0.png,['The small pot is to the right of the green cup.'],[4791]
The green cup is to the left of the small pot.,images/step791.camera_0.png,['The small pot is to the left of the green cup.'],[4909]
The yellow bowl is to the right of the small pot.,images/step662.camera_0.png,['The small pot is to the right of the yellow bowl.'],[1226]
The yellow bowl is to the left of the green cup.,images/step643.camera_0.png,['The green cup is to the left of the yellow bowl.'],[1878]
The pink bowl is behind the small pot.,images/step687.camera_0.png,['The small pot is behind the pink bowl.'],[2941]
The green cup is to the left of the yellow bowl.,images/step106.camera_0.png,['The yellow bowl is to the left of the green cup.'],[3583]
The pink bowl is to the right of the small pot.,images/step25.camera_0.png,['The small pot is to the right of the pink bowl.'],[6190]
The green cup is to the left of the small pot.,images/step90.camera_0.png,['The small pot is to the left of the green cup.'],[6528]
The green cup is to the right of the pink bowl.,images/step775.camera_0.png,['The pink bowl is to the right of the green cup.'],[2567]
The pink bowl is to the left of the small pot.,images/step250.camera_0.png,['The small pot is to the left of the pink bowl.'],[7680]
The yellow bowl is to the right of the pink bowl.,images/step269.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[4301]
The small pot is to the right of the yellow bowl.,images/step728.camera_0.png,['The yellow bowl is to the right of the small pot.'],[5258]
The pink bowl is to the right of the yellow bowl.,images/step19.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[5655]
The small pot is in front of the green cup.,images/step92.camera_0.png,['The green cup is in front of the small pot.'],[4610]
The pink bowl is to the left of the small pot.,images/step757.camera_0.png,['The small pot is to the left of the pink bowl.'],[4612]
The green cup is to the right of the small pot.,images/step3.camera_0.png,['The small pot is to the right of the green cup.'],[5110]
The yellow bowl is to the right of the green cup.,images/step389.camera_0.png,['The green cup is to the right of the yellow bowl.'],[3926]
The small pot is to the right of the green cup.,images/step312.camera_0.png,['The green cup is to the right of the small pot.'],[1880]
The pink bowl is to the left of the small pot.,images/step412.camera_0.png,['The small pot is to the left of the pink bowl.'],[1776]
The green cup is to the left of the small pot.,images/step622.camera_0.png,['The small pot is to the left of the green cup.'],[5094]
The green cup is to the left of the small pot.,images/step110.camera_0.png,['The small pot is to the left of the green cup.'],[2530]
The green cup is to the right of the pink bowl.,images/step220.camera_0.png,['The pink bowl is to the right of the green cup.'],[1398]
The green cup is to the right of the small pot.,images/step773.camera_0.png,['The small pot is to the right of the green cup.'],[2509]
The green cup is to the right of the small pot.,images/step518.camera_0.png,['The small pot is to the right of the green cup.'],[1818]
The pink bowl is to the left of the small pot.,images/step200.camera_0.png,['The small pot is to the left of the pink bowl.'],[3498]
The yellow bowl is to the left of the pink bowl.,images/step227.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[1953]
The yellow bowl is to the left of the small pot.,images/step37.camera_0.png,['The small pot is to the left of the yellow bowl.'],[2901]
The small pot is to the left of the yellow bowl.,images/step569.camera_0.png,['The yellow bowl is to the left of the small pot.'],[4019]
The yellow bowl is to the right of the small pot.,images/step104.camera_0.png,['The small pot is to the right of the yellow bowl.'],[5890]
The small pot is to the right of the green cup.,images/step288.camera_0.png,['The green cup is to the right of the small pot.'],[4562]
The green cup is behind the yellow bowl.,images/step729.camera_0.png,['The yellow bowl is behind the green cup.'],[3541]
The yellow bowl is to the left of the pink bowl.,images/step712.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[1346]
The yellow bowl is to the right of the pink bowl.,images/step766.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[23]
The green cup is to the left of the yellow bowl.,images/step282.camera_0.png,['The yellow bowl is to the left of the green cup.'],[4925]
The yellow bowl is to the left of the green cup.,images/step556.camera_0.png,['The green cup is to the left of the yellow bowl.'],[5860]
The yellow bowl is to the right of the small pot.,images/step281.camera_0.png,['The small pot is to the right of the yellow bowl.'],[646]
The pink bowl is to the left of the small pot.,images/step264.camera_0.png,['The small pot is to the left of the pink bowl.'],[2960]
The pink bowl is in front of the yellow bowl.,images/step175.camera_0.png,['The yellow bowl is in front of the pink bowl.'],[832]
The yellow bowl is to the right of the small pot.,images/step803.camera_0.png,['The small pot is to the right of the yellow bowl.'],[2322]
The yellow bowl is to the left of the green cup.,images/step204.camera_0.png,['The green cup is to the left of the yellow bowl.'],[52]
The yellow bowl is in front of the small pot.,images/step526.camera_0.png,['The small pot is in front of the yellow bowl.'],[4699]
The small pot is to the right of the pink bowl.,images/step759.camera_0.png,['The pink bowl is to the right of the small pot.'],[2877]
The pink bowl is to the left of the small pot.,images/step194.camera_0.png,['The small pot is to the left of the pink bowl.'],[43]
The green cup is to the left of the yellow bowl.,images/step497.camera_0.png,['The yellow bowl is to the left of the green cup.'],[6128]
The green cup is to the left of the yellow bowl.,images/step246.camera_0.png,['The yellow bowl is to the left of the green cup.'],[4408]
The yellow bowl is to the right of the green cup.,images/step178.camera_0.png,['The green cup is to the right of the yellow bowl.'],[6654]
The yellow bowl is in front of the pink bowl.,images/step355.camera_0.png,['The pink bowl is in front of the yellow bowl.'],[5518]
The small pot is to the right of the pink bowl.,images/step416.camera_0.png,['The pink bowl is to the right of the small pot.'],[6731]
The yellow bowl is to the left of the green cup.,images/step612.camera_0.png,['The green cup is to the left of the yellow bowl.'],[6957]
The yellow bowl is to the right of the green cup.,images/step419.camera_0.png,['The green cup is to the right of the yellow bowl.'],[2262]
The small pot is to the left of the green cup.,images/step210.camera_0.png,['The green cup is to the left of the small pot.'],[3913]
